app_name,bundle_id,category_zh,category_en,action_en,action_zh_original,action_zh_final,status,key,is_default_suggested,is_default_current_algo,default_eligible,single_key,dup_group,item_id
Safari,com.apple.Safari,当前网页,Current webpage,"Highlight the next field, pop-up menu, or clickable item",下一可聚焦项,下一可聚焦项,原本已是中文,⌥⇥,,,✓,,,remote.safari.next-field
Safari,com.apple.Safari,当前网页,Current webpage,Search the current webpage,在页面中搜索,在页面中搜索,原本已是中文,⌘F,✓,,✓,,,remote.safari.find-page
Safari,com.apple.Safari,滚动,Scroll,Scroll to the top,滚到顶部,滚到顶部,原本已是中文,⌘↑,,,✓,,,remote.safari.scroll-top
Safari,com.apple.Safari,滚动,Scroll,Scroll to the bottom,滚到底部,滚到底部,原本已是中文,⌘↓,,,✓,,,remote.safari.scroll-bottom
Safari,com.apple.Safari,滚动,Scroll,Scroll up a screen,向上滚动一屏,向上滚动一屏,原本已是中文,⇧Page Up,,,✓,,,remote.safari.page-up
Safari,com.apple.Safari,滚动,Scroll,Scroll down a screen,向下滚动一屏,向下滚动一屏,原本已是中文,Space,,,,✓,,remote.safari.page-down
Xcode,com.apple.dt.Xcode,通用快捷键,General Shortcuts,Preferences,偏好设置,偏好设置,原本已是中文,"⌘,",,,✓,,,remote.xcode.general-shortcuts.17bcf963f3
Xcode,com.apple.dt.Xcode,通用快捷键,General Shortcuts,Console,控制台,控制台,原本已是中文,⇧⌘C,,✓,✓,,,remote.xcode.general-shortcuts.c79dfd8413
Xcode,com.apple.dt.Xcode,通用快捷键,General Shortcuts,Documentation,Documentation,Documentation,待翻译,⇧⌘0,,,✓,,,remote.xcode.general-shortcuts.5f6cfcd7d7
Xcode,com.apple.dt.Xcode,通用快捷键,General Shortcuts,Documentation fo Selected Text,Documentation fo 所选文本,所选文本的文档,已重译,⌃⌘/,,,✓,,,remote.xcode.general-shortcuts.bea44913d9
Xcode,com.apple.dt.Xcode,通用快捷键,General Shortcuts,Quick Help,Quick Help,快速帮助,已重译,⌘/,,,✓,,,remote.xcode.general-shortcuts.65aa031787
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Comment Selection,注释所选,注释所选,已重译,,,,,,,remote.xcode.code-editing.7bce8c5eb7
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Fold Method/Class,Fold 方法/类,折叠方法/类,已重译,⌥⌘←,,✓,✓,,,remote.xcode.code-editing.9110b7ff47
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Unfold Method/Class,Unfold 方法/类,展开方法/类,已重译,⌥⌘→,,,✓,,,remote.xcode.code-editing.e32460701b
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Edit All in Scope,Edit All in Scope,在范围内全部编辑,已重译,⌃⌘E,,,✓,,,remote.xcode.code-editing.30cf020be9
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Show Completions,显示 Completions,显示代码补全,已重译,⌃Space,✓,,✓,,,remote.xcode.code-editing.469cf5dddd
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Next Completion,下一个 Completion,下一个补全,已重译,⌃.,,,✓,,,remote.xcode.code-editing.7d83c14d14
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Accept Completion,Accept Completion,接受补全,已重译,⇥,,,,✓,,remote.xcode.code-editing.60c26aecad
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Next Placeholder,下一个 Placeholder,下一个占位符,已重译,,,,,,,remote.xcode.code-editing.5fa9d1756b
Xcode,com.apple.dt.Xcode,代码编辑,Code Editing,Previous Placeholder,上一个 Placeholder,上一个占位符,已重译,,,,,,,remote.xcode.code-editing.3d92ecac66
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Build,Build,构建,已重译,⌘B,✓,,✓,,,remote.xcode.build-and-run.586df9267f
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Analyse,Analyse,分析,已重译,⇧⌘B,,,✓,,,remote.xcode.build-and-run.2d23220b96
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Run,Run,运行,已重译,⌘R,,✓,✓,,,remote.xcode.build-and-run.1d7aee4fb0
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Profile,Profile,性能分析,已重译,⌘I,,,✓,,,remote.xcode.build-and-run.d7a3becc0c
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Test,Test,测试,已重译,⌘U,✓,,✓,,,remote.xcode.build-and-run.7f6a2a6893
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Clear Console,清除Console,清除控制台,已重译,⌘K,,,✓,,,remote.xcode.build-and-run.13b213de12
Xcode,com.apple.dt.Xcode,构建与运行,Build and Run,Clean,Clean,清理,已重译,⇧⌘K,,,✓,,,remote.xcode.build-and-run.0311bf7858
Xcode,com.apple.dt.Xcode,文件导航,File Navigation,Go Forward,Go 向前,Go 向前,待翻译,⌃⌘→,,,✓,,,remote.xcode.file-navigation.cc3ae9ba45
Xcode,com.apple.dt.Xcode,文件导航,File Navigation,Go Backward,Go 向后,后退,已重译,⌃⌘←,,,✓,,,remote.xcode.file-navigation.7aa1c3386e
Xcode,com.apple.dt.Xcode,文件导航,File Navigation,Open Quickly,打开 Quickly,快速打开,已重译,⇧⌘O,✓,✓,✓,,,remote.xcode.file-navigation.0407db33e7
Xcode,com.apple.dt.Xcode,文件导航,File Navigation,Show Related Items,显示 Related Items,显示相关项,已重译,⌃1,,,✓,,,remote.xcode.file-navigation.603e9f6203
Xcode,com.apple.dt.Xcode,调试,Debugging,Next Issue,下一问题,下一问题,已重译,,,,,,,remote.xcode.debugging.fe60517766
Xcode,com.apple.dt.Xcode,调试,Debugging,Previous Issue,上一问题,上一问题,已重译,,,,,,,remote.xcode.debugging.d633327957
Xcode,com.apple.dt.Xcode,调试,Debugging,Fix Next Issue,Fix 下一个事项,修复下一个问题,已重译,,,,,,,remote.xcode.debugging.b1ab029f13
Xcode,com.apple.dt.Xcode,调试,Debugging,Fix Previous Issue,Fix 上一个事项,修复上一个问题,已重译,,,,,,,remote.xcode.debugging.9e03311520
Xcode,com.apple.dt.Xcode,调试,Debugging,Add BreakPoint,添加BreakPoint,添加断点,已重译,⌘\,,✓,✓,,,remote.xcode.debugging.9579e3bfe2
Xcode,com.apple.dt.Xcode,调试,Debugging,Activate Breakpoint,Activate 断点,启用断点,已重译,⌘Y,,,✓,,,remote.xcode.debugging.eae80b0fbe
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Beginning of Line,Beginning of Line,行首,已重译,⌘←,,,✓,,,remote.xcode.code-navigation.3a7ae68fa8
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,End of Line,End of Line,行尾,已重译,⌘→,,,✓,,,remote.xcode.code-navigation.a941169497
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Top of File,Top of File,文件开头,已重译,⌘↑,,,✓,,,remote.xcode.code-navigation.77c11ded85
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,End of File,End of File,文件末尾,已重译,⌘↓,,,✓,,,remote.xcode.code-navigation.d41218a2ec
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Previous Word,上一个单词,上一个单词,原本已是中文,⌥←,,,✓,,,remote.xcode.code-navigation.7105abc4fd
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Next Word,下一个单词,下一个单词,原本已是中文,⌥→,,,✓,,,remote.xcode.code-navigation.694049e768
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Previous SubWord,上一个 SubWord,上一个子词,已重译,⌃←,,,✓,,,remote.xcode.code-navigation.172d7fb07c
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Next SubWord,下一个 SubWord,下一个子词,已重译,⌃→,,,✓,,,remote.xcode.code-navigation.1a05aa3272
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Go to Liner,转到Liner,转到行,已重译,⌘L,,,✓,,,remote.xcode.code-navigation.1a68fcc68d
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Find in File,Find in File,在文件中查找,已重译,⌘F,✓,,✓,,,remote.xcode.code-navigation.9a42a8bb74
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Find in Project,Find in Project,Find in Project,待翻译,⇧⌘F,,✓,✓,,,remote.xcode.code-navigation.51dfda5644
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Find Next,查找下一个,查找下一个,原本已是中文,⌘G,,,✓,,,remote.xcode.code-navigation.bd72d08176
Xcode,com.apple.dt.Xcode,代码导航,Code Navigation,Find Previous,查找上一个,查找上一个,原本已是中文,⇧⌘G,,,✓,,,remote.xcode.code-navigation.fae93cd9b2
Xcode,com.apple.dt.Xcode,资源库,Libraries,File Template,文件模板,文件模板,已重译,⌃⌥⌘1,,,✓,,,remote.xcode.libraries.50320842c8
Xcode,com.apple.dt.Xcode,资源库,Libraries,Code Snippet,Code 代码片段,代码片段,已重译,⌃⌥⌘2,,,✓,,,remote.xcode.libraries.31ece86c96
Xcode,com.apple.dt.Xcode,资源库,Libraries,Object,对象,对象,原本已是中文,⌃⌥⌘3,,,✓,,,remote.xcode.libraries.5fb1c9b8dd
Xcode,com.apple.dt.Xcode,资源库,Libraries,Media,媒体,媒体,原本已是中文,⌃⌥⌘4,,,✓,,,remote.xcode.libraries.6f22d5c95d
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Switch Inspector,Switch Inspector,切换检查器,已重译,,,,,,,remote.xcode.other-shortcuts.bd610a55a4
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Toggle Utilities,切换Utilities,切换实用工具,已重译,⌥⌘0,,,✓,,,remote.xcode.other-shortcuts.956d905754
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Filter in Library,Filter in Library,在资源库中过滤,已重译,⌥⌘L,,,✓,,,remote.xcode.other-shortcuts.721ebe5b2c
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Show Assistant Editor,显示 Assistant 编辑器,显示助理编辑器,已重译,⌥⌘36,,,✓,,,remote.xcode.other-shortcuts.9ae53d5b0a
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Show Version Editor,显示 Version 编辑器,显示版本编辑器,已重译,⌥⇧⌘36,,,✓,,,remote.xcode.other-shortcuts.15ca893012
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Show Standard Editor,显示 Standard 编辑器,显示标准编辑器,已重译,⌘36,,,✓,,,remote.xcode.other-shortcuts.dc4cec8c1c
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Toggle Debug Area,切换Debug Area,切换调试区域,已重译,⇧⌘Y,✓,,✓,,,remote.xcode.other-shortcuts.000cae775d
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Switch Navigators,Switch Navigators,切换导航器,已重译,,,,,,,remote.xcode.other-shortcuts.84eb5b883a
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Toggle Navigators,切换Navigators,切换导航器,已重译,⌘0,,,✓,,,remote.xcode.other-shortcuts.58566c8674
Xcode,com.apple.dt.Xcode,其他快捷键,Other Shortcuts,Filter in Navigator,Filter in Navigator,在导航器中过滤,已重译,⌥⌘J,,,✓,,,remote.xcode.other-shortcuts.a64662cb3d
Finder,com.apple.finder,通用,General,Duplicate the selected files.,Duplicate the selected files,Duplicate the selected files,待翻译,⌘D,,,✓,,,remote.finder.general.9854459739
Finder,com.apple.finder,通用,General,Open the Computer window.,Open the Computer window,Open the Computer window,待翻译,⇧⌘C,,✓,✓,,,remote.finder.general.ee6e4e1c9f
Finder,com.apple.finder,通用,General,Open the desktop folder.,Open the desktop folder,Open the desktop folder,待翻译,⇧⌘D,,,✓,,,remote.finder.general.c5069c5fd8
Finder,com.apple.finder,通用,General,Open the All My Files window.,Open the All My Files window,Open the All My Files window,待翻译,⇧⌘F,,,✓,,,remote.finder.general.5f7aba2c1b
Finder,com.apple.finder,通用,General,Open a Go to Folder window.,Open a Go to Folder window,Open a Go to Folder window,待翻译,⇧⌘G,,,✓,,,remote.finder.general.3ce05aa975
Finder,com.apple.finder,通用,General,Open the Home folder of the current macOS user account.,Open the Home folder of the current macOS user account,Open the Home folder of the current macOS user account,待翻译,⇧⌘H,,,✓,,,remote.finder.general.d79d629e83
Finder,com.apple.finder,通用,General,Eject the selected disk or volume.,Eject the selected disk or volume,Eject the selected disk or volume,待翻译,⌘E,,,✓,,,remote.finder.general.1b1318693e
Finder,com.apple.finder,通用,General,Start a Spotlight search in the Finder window.,Start a Spotlight search in the Finder window,Start a Spotlight search in the Finder window,待翻译,⌘F,,,✓,,,remote.finder.general.6b34fc8657
Finder,com.apple.finder,通用,General,Show the Get Info window for a selected file.,Show the Get Info window for a selected file,Show the Get Info window for a selected file,待翻译,⌘I,,,✓,,,remote.finder.general.6c40598f85
Finder,com.apple.finder,通用,General,Open iCloud Drive.,打开 iCloud Drive,打开 iCloud Drive,待翻译,⇧⌘I,,,✓,,,remote.finder.general.eb78dfa383
Finder,com.apple.finder,通用,General,Open the Network window.,Open the Network window,Open the Network window,待翻译,⇧⌘K,,,✓,,,remote.finder.general.0270e1378b
Finder,com.apple.finder,通用,General,Open the AirDrop window.,Open the AirDrop window,Open the AirDrop window,待翻译,⇧⌘R,,,✓,,,remote.finder.general.c98bdcfbea
Finder,com.apple.finder,通用,General,Open the Documents folder.,Open the Documents folder,Open the Documents folder,待翻译,⇧⌘O,,,✓,,,remote.finder.general.94022bb6ac
Finder,com.apple.finder,通用,General,Open the Downloads folder.,Open the Downloads folder,Open the Downloads folder,待翻译,⌥⌘L,,✓,✓,,,remote.finder.general.d5bb8956a5
Finder,com.apple.finder,通用,General,Open the Utilities folder.,Open the Utilities folder,Open the Utilities folder,待翻译,⇧⌘U,,,✓,,,remote.finder.general.77a4f15b43
Finder,com.apple.finder,通用,General,Open the Connect to Server window.,Open the Connect to Server window,Open the Connect to Server window,待翻译,⌘K,,,✓,,,remote.finder.general.e906351f78
Finder,com.apple.finder,通用,General,Make an alias of the selected item.,Make an alias of the selected item,Make an alias of the selected item,待翻译,⌘L,,,✓,,,remote.finder.general.22643aebab
Finder,com.apple.finder,通用,General,Open a new Finder window.,Open a new Finder window,Open a new Finder window,待翻译,⌘N,,,✓,,,remote.finder.general.0ffbe94b94
Finder,com.apple.finder,通用,General,Create a new folder.,Create a new 文件夹,Create a new 文件夹,待翻译,⇧⌘N,,,✓,,,remote.finder.general.a841e65f13
Finder,com.apple.finder,通用,General,Go to the previous folder.,转到the 上一个文件夹,转到the 上一个文件夹,待翻译,,,,,,,remote.finder.general.04a14627d1
Finder,com.apple.finder,通用,General,Go to the next folder.,转到the 下一个文件夹,转到the 下一个文件夹,待翻译,,,,,,,remote.finder.general.15f4f9faa7
Finder,com.apple.finder,通用,General,Open the folder that contains the current folder.,Open the folder that contains the current folder,Open the folder that contains the current folder,待翻译,⌘↑,,,✓,,,remote.finder.general.9a25884413
Finder,com.apple.finder,通用,General,Open the folder that contains the current folder in a new window.,Open the folder that contains the current folder in a new window,Open the folder that contains the current folder in a new window,待翻译,,,,,,,remote.finder.general.fb0c8d51d2
Finder,com.apple.finder,通用,General,Open the selected item.,Open the selected item,Open the selected item,待翻译,⌘↓,,,✓,,,remote.finder.general.c9bd20a467
Finder,com.apple.finder,通用,General,Open the selected folder. This works only when in list view.,Open the selected folder. This works only when in list view,Open the selected folder. This works only when in list view,待翻译,→,,,,✓,,remote.finder.general.1c55e3bbaf
Finder,com.apple.finder,通用,General,Close the selected folder. This works only when in list view.,Close the selected folder. This works only when in list view,Close the selected folder. This works only when in list view,待翻译,←,,,,✓,,remote.finder.general.71ff6b4582
Finder,com.apple.finder,通用,General,Open Displays preferences. This works with either Brightness key.,Open Displays preferences. This works with either Brightness key,Open Displays preferences. This works with either Brightness key,待翻译,,,,,,,remote.finder.general.534f45aa43
Finder,com.apple.finder,通用,General,Open Mission Control preferences.,打开 Mission Control 偏好设置,打开 Mission Control 偏好设置,待翻译,,,,,,,remote.finder.general.9ccab64f19
Finder,com.apple.finder,通用,General,Open Sound preferences. This works with any of the volume keys.,Open Sound preferences. This works with any of the volume keys,Open Sound preferences. This works with any of the volume keys,待翻译,,,,,,,remote.finder.general.8649bdef55
Finder,com.apple.finder,编辑,Editing,Add selected Finder item to the Dock (OS X Mountain Lion or earlier),Add selected Finder item to the Dock (OS X Mountain Lion or earlier),Add selected Finder item to the Dock (OS X Mountain Lion or earlier),待翻译,⇧⌘T,,,✓,,G1,remote.finder.editing.8d5ad2ba58
Finder,com.apple.finder,编辑,Editing,Add selected Finder item to the Dock (OS X Mavericks or later),Add selected Finder item to the Dock (OS X Mavericks or later),Add selected Finder item to the Dock (OS X Mavericks or later),待翻译,⇧⌘T,,,✓,,G1,remote.finder.editing.b1722c0400
Finder,com.apple.finder,编辑,Editing,Add the selected item to the sidebar (OS X Mavericks or later).,Add the selected item to the sidebar (OS X Mavericks or later),Add the selected item to the sidebar (OS X Mavericks or later),待翻译,⌘T,,,✓,,,remote.finder.editing.e0b42be7db
Finder,com.apple.finder,编辑,Editing,Hide or show the path bar in Finder windows.,Hide or show the path bar in Finder windows,Hide or show the path bar in Finder windows,待翻译,⌥⌘P,,✓,✓,,,remote.finder.editing.3dbd601fb8
Finder,com.apple.finder,编辑,Editing,Hide or show the Sidebar in Finder windows.,Hide or show the Sidebar in Finder windows,Hide or show the Sidebar in Finder windows,待翻译,⌥⌘S,,✓,✓,,,remote.finder.editing.7d5cfd15a8
Finder,com.apple.finder,编辑,Editing,Hide or show the status bar in Finder windows.,Hide or show the status bar in Finder windows,Hide or show the status bar in Finder windows,待翻译,,,,,,,remote.finder.editing.f4caf513a1
Finder,com.apple.finder,编辑,Editing,Move: Move the files in the Clipboard from their original location to the current location.,Move: Move the files in the Clipboard from their original location to the current location,Move: Move the files in the Clipboard from their original location to the current location,待翻译,⌥⌘V,,,✓,,,remote.finder.editing.9f286e1793
Finder,com.apple.finder,编辑,Editing,Move the selected item to the Trash.,Move the selected item to the Trash,Move the selected item to the Trash,待翻译,⌘⌫,,,✓,,,remote.finder.editing.86484bc4f0
Finder,com.apple.finder,编辑,Editing,Empty the Trash.,Empty the Trash,Empty the Trash,待翻译,⇧⌘⌫,,,✓,,,remote.finder.editing.7fafccf495
Finder,com.apple.finder,编辑,Editing,Empty the Trash without confirmation dialog.,Empty the Trash without confirmation dialog,Empty the Trash without confirmation dialog,待翻译,⌥⇧⌘⌫,,,✓,,,remote.finder.editing.669d567a3f
Finder,com.apple.finder,编辑,Editing,Turn Target Display Mode on or off.,Turn Target Display Mode on or off,Turn Target Display Mode on or off,待翻译,,,,,,,remote.finder.editing.ba17d8d788
Finder,com.apple.finder,编辑,Editing,Turn display mirroring on or off when your Mac is connected to more than one display.,Turn display mirroring on or off when your Mac is connected to more than one display,Turn display mirroring on or off when your Mac is connected to more than one display,待翻译,,,,,,,remote.finder.editing.0cf17dbb98
Finder,com.apple.finder,视图,View,Show or hide the Dock. This often works even when you're not in the Finder.,Show or hide the Dock. This often works even when you're not in the Finder,Show or hide the Dock. This often works even when you're not in the Finder,待翻译,⌥⌘D,,✓,✓,,,remote.finder.view.836edd1370
Finder,com.apple.finder,视图,View,Show the original file for the selected alias.,Show the original file for the selected alias,Show the original file for the selected alias,待翻译,⌘R,,,✓,,,remote.finder.view.e7e4e1a822
Finder,com.apple.finder,视图,View,Show or hide the tab bar when a single tab is open in the current Finder window.,Show or hide the tab bar when a single tab is open in the current Finder window,Show or hide the tab bar when a single tab is open in the current Finder window,待翻译,⌘T,,,✓,,,remote.finder.view.4fffb2dda7
Finder,com.apple.finder,视图,View,Show or hide a Finder tab.,Show or hide a Finder tab,Show or hide a Finder tab,待翻译,⇧⌘T,,,✓,,,remote.finder.view.8da76d57d8
Finder,com.apple.finder,视图,View,Show or hide the toolbar when a single tab is open in the current Finder window.,Show or hide the toolbar when a single tab is open in the current Finder window,Show or hide the toolbar when a single tab is open in the current Finder window,待翻译,⌥⌘T,,✓,✓,,,remote.finder.view.d974a6c318
Finder,com.apple.finder,视图,View,Show View Options.,显示视图 Options,显示视图 Options,待翻译,⌘J,,,✓,,,remote.finder.view.4938d17715
Finder,com.apple.finder,视图,View,View a Quick Look slideshow of the selected files.,View a Quick Look slideshow of the selected files,View a Quick Look slideshow of the selected files,待翻译,⌥⌘Y,,,✓,,,remote.finder.view.272f5607f2
Finder,com.apple.finder,视图,View,Use Quick Look to preview the selected files.,Use Quick Look to preview the selected files,Use Quick Look to preview the selected files,待翻译,⌘Y,,,✓,,,remote.finder.view.d9f726f971
Finder,com.apple.finder,视图,View,View the items in the Finder window as icons.,View the items in the Finder window as icons,View the items in the Finder window as icons,待翻译,⌘1,,,✓,,,remote.finder.view.d738295421
Finder,com.apple.finder,视图,View,View the items in a Finder window as a list.,View the items in a Finder window as a list,View the items in a Finder window as a list,待翻译,⌘2,,,✓,,,remote.finder.view.d7076d35e3
Finder,com.apple.finder,视图,View,View the items in a Finder window in columns.,View the items in a Finder window in columns,View the items in a Finder window in columns,待翻译,⌘3,,,✓,,,remote.finder.view.5cb1b0790d
Finder,com.apple.finder,视图,View,View the items in a Finder window with Cover Flow.,View the items in a Finder window with Cover Flow,View the items in a Finder window with Cover Flow,待翻译,⌘4,,,✓,,,remote.finder.view.0ae2079aff
Finder,com.apple.finder,视图,View,Show the desktop. This works even when you're not in the Finder.,Show the desktop. This works even when you're not in the Finder,Show the desktop. This works even when you're not in the Finder,待翻译,,,,,,,remote.finder.view.5f98a6cab8
Finder,com.apple.finder,视图,View,Use Quick Look to preview the files.,Use Quick Look to preview the files,Use Quick Look to preview the files,待翻译,⌘Y,,,✓,,,remote.finder.view.d3ae2421e9
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Create a new board,Create a new board,Create a new board,待翻译,⌘N,,✓,✓,,,remote.apple-freeform.general-shortcuts.8046bc6c63
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Open a board,打开 a board,打开 a board,待翻译,⌘O,,,✓,,,remote.apple-freeform.general-shortcuts.c97b101f45
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Close the board,Close the board,Close the board,待翻译,⌘W,,,✓,,,remote.apple-freeform.general-shortcuts.daafc8b4d8
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Save the board,Save the board,Save the board,待翻译,⌘S,,,✓,,,remote.apple-freeform.general-shortcuts.0f649143bb
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Duplicate the board,Duplicate the board,Duplicate the board,待翻译,⇧⌘S,,,✓,,,remote.apple-freeform.general-shortcuts.e2b645d114
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Export as PDF,导出 as PDF,导出 as PDF,待翻译,⌥⌘E,,✓,✓,,,remote.apple-freeform.general-shortcuts.79d85b67c8
Freeform,com.apple.freeform,通用快捷键,General Shortcuts,Print the board,Print the board,Print the board,待翻译,⌘P,,,✓,,,remote.apple-freeform.general-shortcuts.01c3328790
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Undo,撤消,撤消,已重译,⌘Z,,,✓,,,remote.apple-freeform.edit-shortcuts.ed7a88faad
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Redo,恢复,恢复,已重译,⇧⌘Z,,,✓,,,remote.apple-freeform.edit-shortcuts.01e40b71a0
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Cut,剪切,剪切,已重译,⌘X,,,✓,,,remote.apple-freeform.edit-shortcuts.c3bbda670e
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Copy,复制,复制,已重译,⌘C,,,✓,,,remote.apple-freeform.edit-shortcuts.353a1a9612
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Paste,粘贴,粘贴,已重译,⌘V,,,✓,,,remote.apple-freeform.edit-shortcuts.884509fe94
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Paste as link,粘贴 as 链接,粘贴 as 链接,待翻译,⌥⌘V,,✓,✓,,,remote.apple-freeform.edit-shortcuts.16369f08a3
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Select all,全选,全选,原本已是中文,⌘A,,,✓,,,remote.apple-freeform.edit-shortcuts.ae99da7148
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Deselect all,Deselect 全部,取消全部所选,已重译,⇧⌘A,,,✓,,,remote.apple-freeform.edit-shortcuts.74c8dafe69
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Delete,删除,删除,原本已是中文,⌫,,,,✓,,remote.apple-freeform.edit-shortcuts.d20b297676
Freeform,com.apple.freeform,编辑快捷键,Edit Shortcuts,Duplicate selected item,创建副本所选项目,创建副本所选项目,原本已是中文,⌘D,,✓,✓,,,remote.apple-freeform.edit-shortcuts.05128769a4
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Zoom in,放大,放大,已重译,⌘=,,,✓,,,remote.apple-freeform.view-shortcuts.e4a221a9a6
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Zoom out,缩小,缩小,已重译,⌘-,,,✓,,,remote.apple-freeform.view-shortcuts.9b361287d7
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Actual size,Actual size,Actual size,待翻译,⌘0,,,✓,,,remote.apple-freeform.view-shortcuts.9c8da1d825
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Fit to screen,Fit to screen,Fit to screen,待翻译,⌘1,,,✓,,,remote.apple-freeform.view-shortcuts.6a3540fd8a
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Show or hide the sidebar,Show or hide the sidebar,Show or hide the sidebar,待翻译,⌥⌘S,,✓,✓,,,remote.apple-freeform.view-shortcuts.943b1a519d
Freeform,com.apple.freeform,视图快捷键,View Shortcuts,Show or hide the format bar,Show or hide the format bar,Show or hide the format bar,待翻译,⌥⌘T,,,✓,,,remote.apple-freeform.view-shortcuts.e7c249fd57
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Scroll to center,滚动to 中心,滚动to 中心,待翻译,⌥⌘C,,,✓,,,remote.apple-freeform.canvas-shortcuts.8f1929a387
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Scroll to selected item,滚动to 所选项目,滚动to 所选项目,待翻译,⌥⌘O,,,✓,,,remote.apple-freeform.canvas-shortcuts.6c3addf059
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Group selected items,编组所选 items,编组所选 items,待翻译,⌥⌘G,,,✓,,,remote.apple-freeform.canvas-shortcuts.e39f8046f7
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Ungroup selected group,取消编组所选编组,取消编组所选编组,原本已是中文,⌥⇧⌘G,,,✓,,,remote.apple-freeform.canvas-shortcuts.4462f207eb
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Bring selected item forward,Bring 所选项目向前,Bring 所选项目向前,待翻译,⌥⌘30,,,✓,,,remote.apple-freeform.canvas-shortcuts.91e9654632
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Send selected item backward,Send 所选项目向后,Send 所选项目向后,待翻译,⌥⌘[,,,✓,,,remote.apple-freeform.canvas-shortcuts.bd1f7a9933
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Bring to front,Bring to front,Bring to front,待翻译,⌥⇧⌘30,,,✓,,,remote.apple-freeform.canvas-shortcuts.de56a683b4
Freeform,com.apple.freeform,画布快捷键,Canvas Shortcuts,Send to back,Send to back,Send to back,待翻译,⌥⇧⌘[,,✓,✓,,,remote.apple-freeform.canvas-shortcuts.66a7ad1fa1
GarageBand,com.apple.garageband10,轨道操作,Track Operations,Create a new track,Create a new 轨道,新建轨道,已重译,⌥⌘N,,✓,✓,,,remote.garageband.track-operations.6b4341d7bf
